age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;prob_class_1
36;technician;married;tertiary;no;82;yes;no;cellular;29;jul;45;4;-1;0;unknown;0.00026223907
57;retired;married;tertiary;no;53;no;no;telephone;29;jul;539;2;-1;0;unknown;0.17163369
43;unemployed;married;primary;no;731;no;no;cellular;29;jul;360;4;-1;0;unknown;0.07061603
47;management;married;tertiary;no;24312;yes;no;cellular;29;jul;187;3;-1;0;unknown;0.011576075
57;admin.;married;secondary;no;128;no;no;telephone;29;jul;143;8;-1;0;unknown;0.0056600347
48;services;married;secondary;no;3726;yes;no;cellular;29;jul;369;2;-1;0;unknown;0.068333775
55;retired;married;secondary;no;1467;no;yes;cellular;29;jul;277;2;-1;0;unknown;0.026421012
59;management;married;tertiary;no;1069;no;no;cellular;29;jul;85;2;-1;0;unknown;0.0025295336
33;blue-collar;married;secondary;no;-211;yes;no;cellular;29;jul;96;5;-1;0;unknown;0.0018955537
42;entrepreneur;married;tertiary;no;859;no;no;cellular;29;jul;180;10;-1;0;unknown;0.013980193
40;management;married;tertiary;no;4381;no;no;telephone;29;jul;126;2;-1;0;unknown;0.0041076974
52;admin.;single;secondary;no;2332;no;no;cellular;29;jul;108;2;-1;0;unknown;0.0052550687
35;blue-collar;divorced;primary;no;37;no;yes;cellular;29;jul;104;7;-1;0;unknown;0.0019777704
47;admin.;single;secondary;no;1305;no;no;cellular;29;jul;172;2;-1;0;unknown;0.018983847
29;blue-collar;married;primary;no;59;yes;yes;cellular;29;jul;665;4;-1;0;unknown;0.31537497
45;services;married;secondary;no;-158;yes;no;telephone;29;jul;340;1;-1;0;unknown;0.016833358
49;admin.;divorced;secondary;no;124;yes;yes;cellular;29;jul;125;19;-1;0;unknown;0.0039133215
36;self-employed;married;tertiary;no;2017;no;no;cellular;29;jul;246;18;-1;0;unknown;0.030873735
47;unemployed;married;secondary;no;312;no;no;cellular;29;jul;884;1;-1;0;unknown;0.554549
43;blue-collar;married;primary;no;3664;no;no;telephone;29;jul;274;1;-1;0;unknown;0.057122394
44;technician;married;primary;no;4389;no;no;cellular;29;jul;33;1;-1;0;unknown;0.000473708
29;management;single;tertiary;yes;-1661;no;yes;cellular;29;jul;95;6;-1;0;unknown;0.0021653974
30;blue-collar;married;secondary;no;215;yes;no;cellular;29;jul;127;9;-1;0;unknown;0.003541095
35;blue-collar;married;primary;no;-312;yes;yes;telephone;29;jul;38;3;-1;0;unknown;0.0005377288
50;management;married;secondary;no;2910;no;no;telephone;29;jul;790;1;-1;0;unknown;0.5025194
53;technician;married;unknown;no;8605;no;no;cellular;29;jul;635;3;-1;0;unknown;0.24231218
54;admin.;married;unknown;no;1044;yes;no;cellular;29;jul;597;5;-1;0;unknown;0.16741572
31;management;married;tertiary;no;1839;yes;no;cellular;29;jul;109;8;-1;0;unknown;0.003463484
45;unknown;married;unknown;no;4413;no;no;telephone;29;jul;77;35;-1;0;unknown;0.00018697428
40;management;married;unknown;no;6;yes;no;cellular;29;jul;64;4;-1;0;unknown;0.00093929487
59;housemaid;married;tertiary;no;0;no;yes;cellular;29;jul;376;2;-1;0;unknown;0.047255084
57;management;married;tertiary;no;1602;no;no;cellular;29;jul;339;3;-1;0;unknown;0.06774631
47;technician;married;secondary;no;356;no;no;cellular;29;jul;44;5;-1;0;unknown;0.00025021206
36;blue-collar;married;primary;no;106;yes;no;cellular;29;jul;171;13;-1;0;unknown;0.0066223815
52;management;divorced;tertiary;no;-299;no;no;cellular;29;jul;110;2;-1;0;unknown;0.0029264104
57;management;married;tertiary;no;132;yes;no;cellular;29;jul;174;3;-1;0;unknown;0.011582564
45;blue-collar;married;primary;no;114;yes;no;cellular;29;jul;77;4;-1;0;unknown;0.000718925
55;technician;divorced;tertiary;no;2298;yes;no;cellular;29;jul;66;1;-1;0;unknown;0.002259158
35;admin.;single;secondary;no;6554;no;no;cellular;29;jul;226;1;-1;0;unknown;0.030601533
41;unemployed;married;primary;no;183;yes;no;cellular;29;jul;271;1;-1;0;unknown;0.016001299
36;technician;single;secondary;no;301;yes;yes;cellular;29;jul;367;1;-1;0;unknown;0.036611576
41;unemployed;single;secondary;no;295;no;no;cellular;29;jul;509;1;-1;0;unknown;0.18233502
43;unemployed;married;tertiary;no;-7;yes;yes;cellular;29;jul;228;1;-1;0;unknown;0.0068624937
32;technician;married;secondary;no;-95;yes;no;cellular;29;jul;935;4;-1;0;unknown;0.4593109
32;services;married;primary;no;197;yes;no;cellular;29;jul;313;6;-1;0;unknown;0.021122698
59;services;married;primary;no;4295;no;no;telephone;29;jul;129;3;-1;0;unknown;0.0046398197
40;management;divorced;tertiary;no;390;no;no;cellular;29;jul;80;3;-1;0;unknown;0.002547818
52;retired;married;tertiary;no;1452;no;yes;cellular;29;jul;194;3;-1;0;unknown;0.014552344
48;blue-collar;divorced;secondary;no;1893;no;no;telephone;29;jul;538;3;-1;0;unknown;0.23504221
30;blue-collar;married;secondary;no;7;yes;no;cellular;29;jul;197;4;-1;0;unknown;0.0077952566
32;technician;married;secondary;no;84;no;yes;cellular;29;jul;403;3;-1;0;unknown;0.06523136
58;admin.;married;secondary;no;145;yes;no;telephone;29;jul;616;13;-1;0;unknown;0.22039478
56;technician;married;secondary;no;332;no;no;telephone;29;jul;207;3;-1;0;unknown;0.02186952
60;self-employed;married;primary;no;362;no;yes;cellular;29;jul;816;6;-1;0;unknown;0.4996519
28;housemaid;single;primary;no;0;no;yes;cellular;29;jul;120;4;-1;0;unknown;0.0052629863
52;unknown;married;primary;no;247;no;no;cellular;29;jul;268;6;-1;0;unknown;0.035740387
29;technician;single;tertiary;no;262;yes;yes;cellular;29;jul;510;9;-1;0;unknown;0.059188053
36;admin.;single;secondary;no;686;yes;no;cellular;29;jul;114;2;-1;0;unknown;0.004272535
53;technician;married;secondary;no;2191;no;no;telephone;29;jul;99;5;-1;0;unknown;0.0014401829
49;admin.;married;secondary;no;2;no;no;cellular;29;jul;246;4;-1;0;unknown;0.016059536
56;retired;married;primary;no;-464;yes;no;cellular;29;jul;820;6;-1;0;unknown;0.46973518
34;blue-collar;single;primary;no;326;yes;no;cellular;29;jul;263;2;-1;0;unknown;0.01902899
28;technician;married;tertiary;no;107;yes;no;cellular;29;jul;122;13;-1;0;unknown;0.0034781185
45;technician;married;tertiary;no;4647;no;no;cellular;29;jul;109;3;-1;0;unknown;0.0060191927
26;self-employed;divorced;secondary;no;165;yes;no;cellular;29;jul;162;4;-1;0;unknown;0.012405726
56;housemaid;married;secondary;no;559;no;no;cellular;29;jul;69;5;-1;0;unknown;0.0009750834
31;admin.;married;secondary;no;0;yes;no;cellular;29;jul;82;5;-1;0;unknown;0.0012541667
54;housemaid;divorced;tertiary;no;9;no;yes;cellular;29;jul;136;3;-1;0;unknown;0.007464882
49;management;married;secondary;no;633;no;yes;cellular;29;jul;249;6;-1;0;unknown;0.016125495
41;blue-collar;married;secondary;no;-190;no;yes;cellular;29;jul;808;3;-1;0;unknown;0.46904406
55;technician;married;secondary;no;0;no;no;cellular;29;jul;316;2;-1;0;unknown;0.0264791
30;management;single;tertiary;no;92;no;yes;cellular;29;jul;110;5;-1;0;unknown;0.002737093
47;management;married;tertiary;no;2889;no;no;telephone;29;jul;259;12;-1;0;unknown;0.077748135
41;technician;married;tertiary;no;91;no;yes;cellular;29;jul;204;3;-1;0;unknown;0.011170454
39;entrepreneur;married;tertiary;no;345;yes;yes;cellular;29;jul;110;3;-1;0;unknown;0.001705733
47;housemaid;divorced;primary;no;617;no;no;telephone;29;jul;119;7;-1;0;unknown;0.0023534256
49;blue-collar;married;primary;no;2481;no;yes;cellular;29;jul;53;5;-1;0;unknown;0.00031754692
58;retired;married;secondary;no;35;no;no;cellular;29;jul;336;7;-1;0;unknown;0.03768342
42;blue-collar;married;secondary;no;1386;yes;no;cellular;29;jul;222;5;-1;0;unknown;0.013041624
54;technician;married;secondary;no;3967;no;yes;cellular;29;jul;90;3;-1;0;unknown;0.0016791805
29;services;married;secondary;no;19;yes;no;cellular;29;jul;327;6;-1;0;unknown;0.014986093
42;management;divorced;tertiary;no;826;no;no;telephone;29;jul;316;3;-1;0;unknown;0.0516308
42;blue-collar;married;primary;no;2273;yes;no;cellular;29;jul;98;2;-1;0;unknown;0.001880567
46;admin.;married;secondary;no;659;yes;no;telephone;29;jul;1127;11;-1;0;unknown;0.40685546
59;management;married;secondary;no;1558;no;no;telephone;29;jul;1140;3;-1;0;unknown;0.4043332
39;blue-collar;married;secondary;no;2457;no;no;cellular;29;jul;284;3;-1;0;unknown;0.038356315
33;self-employed;married;secondary;no;215;yes;no;cellular;29;jul;543;12;-1;0;unknown;0.15702057
40;housemaid;married;primary;no;224;yes;no;cellular;29;jul;138;3;-1;0;unknown;0.0058558593
28;services;married;tertiary;no;599;yes;no;cellular;29;jul;189;5;-1;0;unknown;0.012731918
32;technician;married;tertiary;no;-252;yes;no;cellular;29;jul;52;4;-1;0;unknown;0.0004589422
44;housemaid;married;primary;no;64;no;yes;cellular;29;jul;223;6;-1;0;unknown;0.0108405305
49;admin.;married;secondary;no;0;yes;yes;cellular;29;jul;71;7;-1;0;unknown;0.0006776148
49;blue-collar;divorced;primary;no;0;yes;no;cellular;29;jul;468;2;-1;0;unknown;0.07892522
33;admin.;married;tertiary;no;235;yes;no;cellular;29;jul;185;6;-1;0;unknown;0.011438557
48;blue-collar;married;primary;no;1850;yes;no;cellular;29;jul;61;1;-1;0;unknown;0.00053676683
41;management;married;tertiary;no;328;yes;no;cellular;29;jul;65;12;-1;0;unknown;0.0013357195
35;management;married;tertiary;no;0;yes;no;telephone;29;jul;399;12;-1;0;unknown;0.049977526
47;management;single;tertiary;no;8106;no;no;cellular;29;jul;340;3;-1;0;unknown;0.084951386
35;technician;married;secondary;no;840;yes;no;cellular;29;jul;281;4;-1;0;unknown;0.019764801
43;management;married;tertiary;no;1800;no;no;telephone;29;jul;103;3;-1;0;unknown;0.0023363405
47;entrepreneur;divorced;secondary;no;2;yes;yes;cellular;29;jul;104;4;-1;0;unknown;0.0024271114
44;housemaid;married;primary;no;1109;yes;yes;cellular;29;jul;176;4;-1;0;unknown;0.0043431222
44;technician;divorced;secondary;no;2340;no;no;cellular;29;jul;637;3;-1;0;unknown;0.33104062
39;technician;married;secondary;no;738;no;yes;cellular;29;jul;90;2;-1;0;unknown;0.0014994092
56;retired;divorced;secondary;no;-82;no;yes;cellular;29;jul;234;6;-1;0;unknown;0.0109185055
26;services;single;secondary;no;0;no;no;cellular;29;jul;165;23;-1;0;unknown;0.020701412
51;housemaid;married;unknown;no;174;no;no;telephone;29;jul;308;3;-1;0;unknown;0.03249231
39;services;married;secondary;no;949;yes;no;cellular;29;jul;75;8;-1;0;unknown;0.0007332933
32;admin.;married;secondary;no;2664;yes;no;cellular;29;jul;242;7;-1;0;unknown;0.018011115
45;services;married;secondary;no;219;yes;yes;cellular;29;jul;142;8;-1;0;unknown;0.0043740827
37;admin.;married;secondary;no;0;no;no;cellular;29;jul;153;4;-1;0;unknown;0.0067186346
43;entrepreneur;single;tertiary;no;744;no;yes;cellular;29;jul;619;4;-1;0;unknown;0.2536998
42;self-employed;married;secondary;no;1508;yes;no;cellular;29;jul;178;3;-1;0;unknown;0.008122369
54;services;married;secondary;no;2681;no;no;telephone;29;jul;481;3;-1;0;unknown;0.22615202
34;technician;married;tertiary;no;477;no;no;telephone;29;jul;128;11;-1;0;unknown;0.0038081123
58;housemaid;divorced;primary;no;3858;no;no;telephone;29;jul;53;6;-1;0;unknown;0.00034076022
39;admin.;married;tertiary;no;9143;no;no;cellular;29;jul;851;2;-1;0;unknown;0.4123539
41;blue-collar;married;secondary;no;2044;yes;yes;cellular;29;jul;234;5;-1;0;unknown;0.009740156
54;technician;married;primary;no;3067;yes;no;telephone;29;jul;222;3;-1;0;unknown;0.018928682
48;management;single;tertiary;no;906;yes;no;telephone;29;jul;289;9;-1;0;unknown;0.031379156
47;services;single;secondary;no;591;no;no;cellular;29;jul;397;1;-1;0;unknown;0.13381368
60;management;married;tertiary;no;6657;yes;no;cellular;29;jul;333;19;-1;0;unknown;0.058298595
51;blue-collar;married;secondary;no;1151;yes;yes;cellular;29;jul;125;2;-1;0;unknown;0.0023296846
31;entrepreneur;single;tertiary;no;566;yes;no;cellular;29;jul;333;8;-1;0;unknown;0.03378788
53;self-employed;married;secondary;no;534;yes;no;cellular;29;jul;115;4;-1;0;unknown;0.002655881
60;self-employed;single;tertiary;no;179;no;yes;cellular;29;jul;79;4;-1;0;unknown;0.0028050733
52;services;divorced;primary;yes;-1;no;yes;cellular;29;jul;112;6;-1;0;unknown;0.0018402939
58;retired;divorced;tertiary;no;1321;no;no;telephone;29;jul;157;6;-1;0;unknown;0.020694098
52;services;married;secondary;no;-232;no;yes;cellular;29;jul;101;4;-1;0;unknown;0.0009973162
35;technician;married;secondary;no;3297;yes;no;cellular;29;jul;193;15;-1;0;unknown;0.013283671
48;management;married;tertiary;no;14530;yes;yes;telephone;29;jul;863;10;-1;0;unknown;0.4017204
39;management;married;tertiary;no;-409;yes;no;cellular;29;jul;590;23;-1;0;unknown;0.1640291
49;services;divorced;secondary;no;933;no;yes;cellular;29;jul;92;33;-1;0;unknown;0.0021315932
43;unemployed;married;secondary;no;1630;no;no;cellular;29;jul;153;3;-1;0;unknown;0.013111321
56;unknown;married;unknown;no;1032;no;no;telephone;29;jul;225;4;-1;0;unknown;0.01505405
28;services;married;secondary;no;376;no;yes;telephone;29;jul;49;4;-1;0;unknown;0.00019639077
32;technician;married;secondary;no;1;no;yes;cellular;29;jul;123;6;-1;0;unknown;0.0018005796
56;services;divorced;secondary;no;1007;no;no;cellular;29;jul;88;6;-1;0;unknown;0.0026233878
58;unemployed;married;secondary;no;610;yes;no;telephone;29;jul;246;2;-1;0;unknown;0.012723787
52;management;married;tertiary;no;1453;no;no;telephone;29;jul;254;21;-1;0;unknown;0.04738664
58;services;married;secondary;no;10;yes;yes;cellular;30;jul;95;5;-1;0;unknown;0.0011750226
56;blue-collar;married;secondary;no;1316;no;no;cellular;30;jul;76;5;-1;0;unknown;0.0007218258
50;blue-collar;married;secondary;no;3436;yes;yes;cellular;30;jul;182;4;-1;0;unknown;0.0062370077
44;management;married;tertiary;no;4968;yes;no;cellular;30;jul;76;14;-1;0;unknown;0.0007337515
30;services;married;primary;no;1015;yes;no;cellular;30;jul;11;8;-1;0;unknown;0.0003799704
25;technician;single;secondary;no;35;yes;no;cellular;30;jul;96;29;-1;0;unknown;0.0043793377
31;blue-collar;single;unknown;no;-340;yes;no;cellular;30;jul;520;6;-1;0;unknown;0.24365933
27;technician;married;secondary;no;0;yes;no;cellular;30;jul;138;8;-1;0;unknown;0.0052680965
52;admin.;married;secondary;no;1746;no;no;cellular;30;jul;142;9;-1;0;unknown;0.009913384
52;blue-collar;single;primary;no;1400;no;no;cellular;30;jul;103;4;-1;0;unknown;0.002527037
37;technician;single;secondary;no;103;yes;no;cellular;30;jul;124;3;-1;0;unknown;0.005434616
25;services;single;secondary;no;5;no;yes;cellular;30;jul;84;6;-1;0;unknown;0.0092677595
33;services;married;secondary;no;-333;yes;no;cellular;30;jul;329;5;-1;0;unknown;0.0248076
57;retired;married;primary;no;2927;no;yes;telephone;30;jul;78;5;-1;0;unknown;0.0006691581
41;blue-collar;married;primary;no;33;yes;yes;cellular;30;jul;125;5;-1;0;unknown;0.0023752858
51;retired;married;secondary;no;1017;no;no;cellular;30;jul;353;6;-1;0;unknown;0.07290967
58;retired;married;primary;no;10628;no;no;cellular;30;jul;189;4;-1;0;unknown;0.015206376
39;admin.;married;secondary;no;406;no;no;cellular;30;jul;253;5;-1;0;unknown;0.03235198
26;technician;single;secondary;no;0;no;yes;cellular;30;jul;65;26;-1;0;unknown;0.0015637431
50;admin.;married;secondary;no;2678;no;no;telephone;30;jul;1011;6;-1;0;unknown;0.58820796
51;technician;divorced;unknown;no;3560;yes;no;cellular;30;jul;334;6;-1;0;unknown;0.028093902
38;management;single;tertiary;no;5073;yes;no;cellular;30;jul;68;4;-1;0;unknown;0.0013467805
46;housemaid;married;secondary;no;271;yes;no;cellular;30;jul;1013;29;-1;0;unknown;0.62305343
56;entrepreneur;divorced;tertiary;no;2975;no;yes;cellular;30;jul;28;13;-1;0;unknown;0.0009495342
27;technician;single;secondary;no;151;no;no;cellular;30;jul;139;3;-1;0;unknown;0.017438104
33;unemployed;married;secondary;no;66;no;yes;cellular;30;jul;189;8;-1;0;unknown;0.011054465
42;management;married;secondary;no;0;no;no;cellular;30;jul;458;3;-1;0;unknown;0.17572792
47;management;single;tertiary;no;255;no;yes;cellular;30;jul;802;4;-1;0;unknown;0.5548264
27;blue-collar;single;primary;no;-71;no;yes;cellular;30;jul;70;3;-1;0;unknown;0.0009294735
28;blue-collar;single;primary;no;1199;yes;no;cellular;30;jul;1011;20;-1;0;unknown;0.5873774
49;admin.;divorced;secondary;no;-73;yes;no;cellular;30;jul;31;22;-1;0;unknown;0.0008631932
42;admin.;married;secondary;no;947;no;no;cellular;30;jul;158;2;-1;0;unknown;0.009581366
41;management;married;tertiary;no;15;yes;no;cellular;30;jul;59;2;-1;0;unknown;0.00028259042
55;services;married;unknown;no;715;yes;no;telephone;30;jul;90;2;-1;0;unknown;0.0008458867
49;management;married;tertiary;no;5969;no;no;cellular;30;jul;258;2;-1;0;unknown;0.036868077
26;admin.;single;secondary;yes;-42;no;yes;cellular;30;jul;305;3;-1;0;unknown;0.041411266
43;blue-collar;married;secondary;no;511;yes;no;cellular;30;jul;67;7;-1;0;unknown;0.0007189716
59;retired;single;secondary;no;2303;no;yes;telephone;30;jul;128;2;-1;0;unknown;0.003069599
34;management;married;tertiary;no;13;yes;no;cellular;30;jul;99;3;-1;0;unknown;0.0030291856
60;retired;divorced;secondary;no;1382;no;no;cellular;30;jul;112;10;-1;0;unknown;0.006214825
56;retired;divorced;primary;no;1177;no;no;cellular;30;jul;39;2;-1;0;unknown;0.00082509004
45;blue-collar;married;unknown;no;13265;no;no;cellular;30;jul;113;2;-1;0;unknown;0.003121995
39;admin.;divorced;secondary;no;83;yes;no;cellular;30;jul;69;6;-1;0;unknown;0.0009459227
58;management;married;tertiary;no;0;no;no;cellular;30;jul;120;2;-1;0;unknown;0.00434986
58;retired;married;secondary;no;901;yes;yes;cellular;30;jul;235;2;-1;0;unknown;0.006619201
41;management;married;tertiary;no;2646;no;no;cellular;30;jul;81;2;-1;0;unknown;0.0013768872
44;blue-collar;married;secondary;no;0;no;no;cellular;30;jul;684;2;-1;0;unknown;0.34330088
33;blue-collar;married;secondary;no;5441;yes;no;cellular;30;jul;312;6;-1;0;unknown;0.026475653
46;self-employed;divorced;tertiary;no;21;no;no;cellular;30;jul;566;2;-1;0;unknown;0.34874564
55;blue-collar;married;unknown;no;1665;no;no;telephone;30;jul;89;2;-1;0;unknown;0.0014766713
40;blue-collar;married;primary;no;1073;no;no;cellular;30;jul;42;2;-1;0;unknown;0.0003969451
33;entrepreneur;married;tertiary;no;775;yes;yes;cellular;30;jul;60;3;-1;0;unknown;0.00021716351
36;services;married;secondary;no;0;no;no;cellular;30;jul;843;2;-1;0;unknown;0.6352638
47;admin.;single;secondary;no;-874;yes;no;cellular;30;jul;528;2;-1;0;unknown;0.3329691
42;technician;single;secondary;no;746;no;no;cellular;30;jul;86;2;-1;0;unknown;0.0018742809
45;admin.;married;secondary;no;3307;no;no;cellular;30;jul;129;2;-1;0;unknown;0.005771224
44;management;married;secondary;no;4425;no;no;cellular;30;jul;477;2;-1;0;unknown;0.19108182
45;admin.;divorced;secondary;no;1201;no;no;cellular;30;jul;652;2;-1;0;unknown;0.37228087
51;housemaid;married;tertiary;no;390;yes;no;cellular;30;jul;102;3;-1;0;unknown;0.0016980545
36;technician;married;secondary;no;318;no;no;cellular;30;jul;295;2;-1;0;unknown;0.061272785
36;unemployed;single;unknown;no;4481;no;no;telephone;30;jul;99;2;-1;0;unknown;0.00072034326
39;blue-collar;married;unknown;no;1181;yes;no;cellular;30;jul;650;2;-1;0;unknown;0.29455292
51;services;divorced;secondary;no;0;no;no;telephone;30;jul;273;4;-1;0;unknown;0.022397755
52;blue-collar;married;secondary;no;698;no;no;telephone;30;jul;38;2;-1;0;unknown;0.0010648257
35;self-employed;divorced;secondary;no;3443;no;no;cellular;30;jul;409;4;-1;0;unknown;0.23680969
48;technician;married;secondary;no;862;no;no;cellular;30;jul;160;2;-1;0;unknown;0.009581366
43;blue-collar;married;primary;no;548;no;no;cellular;30;jul;100;9;-1;0;unknown;0.001777783
39;technician;married;secondary;no;-1451;yes;yes;cellular;30;jul;65;5;-1;0;unknown;0.00063963444
54;blue-collar;married;secondary;no;898;no;no;telephone;30;jul;641;2;-1;0;unknown;0.24579126
38;unemployed;single;secondary;no;7159;no;no;telephone;30;jul;285;2;-1;0;unknown;0.021843743
47;blue-collar;married;primary;no;320;no;no;telephone;30;jul;203;2;-1;0;unknown;0.008800862
48;unknown;married;unknown;no;286;no;no;cellular;30;jul;166;2;-1;0;unknown;0.00896324
52;admin.;married;secondary;no;686;no;no;cellular;30;jul;544;2;-1;0;unknown;0.27017057
42;services;single;unknown;no;974;no;no;cellular;30;jul;73;2;-1;0;unknown;0.00082652766
54;entrepreneur;married;tertiary;no;0;no;no;cellular;30;jul;250;5;-1;0;unknown;0.03484278
58;management;divorced;secondary;no;3161;no;no;telephone;30;jul;542;2;-1;0;unknown;0.39300218
47;self-employed;married;tertiary;no;192;no;no;telephone;30;jul;120;6;-1;0;unknown;0.0016353966
53;management;divorced;tertiary;no;93;no;no;cellular;30;jul;219;2;-1;0;unknown;0.03505687
49;technician;married;secondary;no;1091;no;no;telephone;30;jul;47;2;-1;0;unknown;0.00017351584
29;technician;married;secondary;no;3615;yes;no;cellular;30;jul;93;3;-1;0;unknown;0.001998071
43;technician;single;secondary;no;54;yes;no;cellular;30;jul;62;2;-1;0;unknown;0.00039603852
52;housemaid;married;tertiary;no;43;no;no;cellular;30;jul;32;2;-1;0;unknown;0.0011215045
42;blue-collar;married;secondary;no;-269;yes;no;telephone;30;jul;100;6;-1;0;unknown;0.0010369932
57;retired;married;tertiary;no;11254;no;no;cellular;30;jul;229;2;-1;0;unknown;0.02696756
45;blue-collar;married;secondary;no;0;no;no;cellular;30;jul;25;2;-1;0;unknown;0.0011827636
37;admin.;divorced;tertiary;no;43;yes;no;cellular;30;jul;65;2;-1;0;unknown;0.0016809464
37;housemaid;married;unknown;no;0;no;no;telephone;30;jul;195;4;-1;0;unknown;0.0091915745
50;technician;divorced;secondary;no;1303;no;no;telephone;30;jul;274;2;-1;0;unknown;0.030723482
44;technician;single;secondary;no;3438;yes;no;telephone;30;jul;68;2;-1;0;unknown;0.00042681387
53;blue-collar;divorced;primary;no;235;no;no;cellular;30;jul;241;2;-1;0;unknown;0.02428283
48;unemployed;single;primary;no;63;no;no;cellular;30;jul;29;4;-1;0;unknown;0.00074476347
55;management;married;primary;no;3293;no;no;telephone;30;jul;64;2;-1;0;unknown;0.00029892474
56;blue-collar;married;unknown;no;260;yes;no;telephone;30;jul;250;2;-1;0;unknown;0.014029274
50;admin.;single;primary;no;1367;no;no;telephone;30;jul;270;2;-1;0;unknown;0.03325236
41;management;married;tertiary;no;1715;no;yes;cellular;30;jul;695;2;-1;0;unknown;0.45803925
56;housemaid;single;secondary;no;68;no;yes;cellular;30;jul;85;3;-1;0;unknown;0.0020393557
53;entrepreneur;single;unknown;no;717;no;no;cellular;30;jul;594;2;-1;0;unknown;0.2942862
48;unemployed;married;primary;no;608;no;no;cellular;30;jul;362;2;-1;0;unknown;0.06201433
38;technician;single;tertiary;no;2350;no;no;cellular;30;jul;101;2;-1;0;unknown;0.0030915462
41;management;married;tertiary;no;636;yes;no;telephone;30;jul;80;2;-1;0;unknown;0.00054533564
43;services;married;secondary;no;-1;no;no;cellular;30;jul;605;2;-1;0;unknown;0.235589
60;blue-collar;married;secondary;no;241;yes;no;telephone;30;jul;42;3;-1;0;unknown;0.00048593752
26;blue-collar;married;secondary;no;0;yes;yes;telephone;30;jul;51;20;-1;0;unknown;0.00018546928
31;self-employed;married;tertiary;no;0;yes;no;cellular;30;jul;1037;24;-1;0;unknown;0.70495796
32;admin.;married;secondary;no;0;yes;no;cellular;30;jul;71;5;-1;0;unknown;0.00066251936
42;technician;married;secondary;no;0;no;no;cellular;30;jul;351;2;-1;0;unknown;0.07230594
45;technician;divorced;secondary;no;245;yes;no;cellular;30;jul;76;3;-1;0;unknown;0.0009976113
50;blue-collar;married;secondary;no;917;yes;no;cellular;30;jul;58;2;-1;0;unknown;0.00038953978
45;unemployed;married;tertiary;no;579;yes;no;cellular;30;jul;141;2;-1;0;unknown;0.0052415114
55;services;divorced;secondary;no;1817;no;no;cellular;30;jul;404;4;-1;0;unknown;0.1277004
54;retired;single;secondary;no;10621;no;no;cellular;30;jul;187;2;-1;0;unknown;0.01468538
37;admin.;divorced;secondary;no;241;yes;yes;cellular;30;jul;55;25;-1;0;unknown;0.00024844246
30;housemaid;married;primary;no;462;no;yes;cellular;30;jul;274;3;-1;0;unknown;0.015750853
51;blue-collar;married;secondary;no;0;no;no;telephone;30;jul;145;4;-1;0;unknown;0.0032433202
49;technician;married;primary;no;1415;yes;no;cellular;30;jul;269;2;-1;0;unknown;0.015458414
45;entrepreneur;married;secondary;no;-479;yes;no;cellular;30;jul;167;2;-1;0;unknown;0.006337072
51;retired;divorced;primary;no;1193;yes;no;cellular;30;jul;85;2;-1;0;unknown;0.0022316957
43;blue-collar;single;secondary;no;99;no;no;cellular;30;jul;226;2;-1;0;unknown;0.029233629
44;management;married;secondary;no;488;no;yes;cellular;30;jul;292;11;-1;0;unknown;0.024497055
47;blue-collar;divorced;secondary;yes;-535;yes;no;cellular;30;jul;71;2;-1;0;unknown;0.0009931164
53;technician;married;secondary;no;-440;no;no;cellular;30;jul;14;33;-1;0;unknown;0.00032228837
27;self-employed;single;secondary;no;152;no;no;cellular;30;jul;80;3;-1;0;unknown;0.0038498023
51;technician;divorced;secondary;no;43;no;no;cellular;30;jul;220;2;-1;0;unknown;0.021399576
55;services;married;secondary;no;96;no;no;telephone;30;jul;340;2;-1;0;unknown;0.0521284
45;blue-collar;single;unknown;no;713;no;no;cellular;30;jul;148;2;-1;0;unknown;0.012249488
51;blue-collar;divorced;primary;no;837;no;no;telephone;30;jul;41;2;-1;0;unknown;0.0006043265
36;management;married;tertiary;no;6641;no;no;cellular;30;jul;105;4;-1;0;unknown;0.0033055816
39;blue-collar;married;primary;no;1014;no;no;cellular;30;jul;261;4;-1;0;unknown;0.021472659
54;management;single;secondary;no;602;no;no;cellular;30;jul;101;2;-1;0;unknown;0.002778505
45;blue-collar;married;secondary;no;3;no;yes;telephone;30;jul;154;2;-1;0;unknown;0.0030755585
44;blue-collar;married;primary;no;0;yes;no;cellular;30;jul;83;2;-1;0;unknown;0.0012091853
46;technician;married;secondary;no;0;no;no;cellular;30;jul;77;2;-1;0;unknown;0.00067786383
38;services;married;secondary;no;105;no;no;cellular;30;jul;244;2;-1;0;unknown;0.024573585
30;services;divorced;secondary;no;0;yes;yes;cellular;30;jul;102;3;-1;0;unknown;0.0016627129
46;management;married;secondary;yes;-333;no;yes;cellular;30;jul;597;2;-1;0;unknown;0.16626789
52;management;married;tertiary;no;0;yes;no;cellular;30;jul;161;6;-1;0;unknown;0.007664797
41;management;single;tertiary;no;1373;no;no;cellular;30;jul;81;2;-1;0;unknown;0.0018185525
45;technician;married;primary;no;6535;no;no;cellular;30;jul;639;2;-1;0;unknown;0.29966936
44;services;married;secondary;no;2439;yes;no;cellular;30;jul;133;2;-1;0;unknown;0.006132553
36;entrepreneur;single;secondary;no;296;no;no;cellular;30;jul;122;2;-1;0;unknown;0.00458205
